drugName	score	gene_name	expert	Entrez
OLANZAPINE	0.06	HRH1	yes	3269
ANTAZOLINE PHOSPHATE	0.2	HRH1	yes	3269
BROMPHENIRAMINE MALEATE	0.41	HRH1	yes	3269
TRIPROLIDINE HYDROCHLORIDE	0.14	HRH1	yes	3269
VAPITADINE	0.82	HRH1	yes	3269
MEQUITAZINE	4.09	HRH1	yes	3269
PROMETHAZINE HYDROCHLORIDE	0.05	HRH1	yes	3269
DIMENHYDRINATE	1.23	HRH1	yes	3269
DEXBROMPHENIRAMINE MALEATE	0.2	HRH1	yes	3269
DIPHENHYDRAMINE HYDROCHLORIDE	0.1	HRH1	yes	3269
TOLAZOLINE HYDROCHLORIDE	0.05	HRH1	yes	3269
DOXYLAMINE	1.23	HRH1	yes	3269
TRAZODONE	0.12	HRH1	yes	3269
DOXYLAMINE SUCCINATE	0.41	HRH1	yes	3269
ORPHENADRINE CITRATE	0.02	HRH1	yes	3269
LEVOCABASTINE	1.84	HRH1	yes	3269
DEXBROMPHENIRAMINE	1.84	HRH1	yes	3269
ASTEMIZOLE	0.35	HRH1	yes	3269
HYDROXYZINE PAMOATE	0.04	HRH1	yes	3269
PYRILAMINE MALEATE	0.2	HRH1	yes	3269
ASENAPINE	0.08	HRH1	yes	3269
VAPITADINE DIHYDROCHLORIDE	0.41	HRH1	yes	3269
TRIPELENNAMINE CITRATE	0.41	HRH1	yes	3269
AZELASTINE	5.32	HRH1	yes	3269
FEXOFENADINE HYDROCHLORIDE	0.2	HRH1	yes	3269
THIETHYLPERAZINE	0.07	HRH1	yes	3269
TRIMEPRAZINE TARTRATE	0.14	HRH1	yes	3269
TRIPROLIDINE	2.86	HRH1	yes	3269
DIPHENHYDRAMINE	0.64	HRH1	yes	3269
CHLORPHENIRAMINE	1.36	HRH1	yes	3269
BETAHISTINE	0.61	HRH1	yes	3269
DEXCHLORPHENIRAMINE MALEATE	0.41	HRH1	yes	3269
MECLIZINE HYDROCHLORIDE	0.41	HRH1	yes	3269
PEMIROLAST	1.23	HRH1	yes	3269
BUCLIZINE HYDROCHLORIDE	0.41	HRH1	yes	3269
EPINASTINE	0.95	HRH1	yes	3269
AZATADINE	3.27	HRH1	yes	3269
METHDILAZINE HYDROCHLORIDE	0.41	HRH1	yes	3269
LEVOCETIRIZINE DIHYDROCHLORIDE	0.41	HRH1	yes	3269
PROMAZINE	0.14	HRH1	yes	3269
BUCLIZINE	1.23	HRH1	yes	3269
AZATADINE MALEATE	0.41	HRH1	yes	3269
CETIRIZINE HYDROCHLORIDE	0.2	HRH1	yes	3269
TERFENADINE	0.25	HRH1	yes	3269
LEVOCABASTINE HYDROCHLORIDE	0.41	HRH1	yes	3269
CYCLIZINE LACTATE	0.41	HRH1	yes	3269
CHLOPHEDIANOL	2.86	HRH1	yes	3269
FEXOFENADINE	1.91	HRH1	yes	3269
LEVOCETIRIZINE	1.23	HRH1	yes	3269
METHYLPROMAZINE	2.04	HRH1	yes	3269
QUERCETIN-3'-O-PHOSPHATE	0.13	ABCB1	yes	5243
ZOSUQUIDAR	0.8	ABCB1	yes	5243
CERITINIB	0.04	ABCB1	yes	5243
TARIQUIDAR	0.66	ABCB1	yes	5243
COLCHICINE	0.02	ABCB1	yes	5243
PACLITAXEL	0.02	ABCB1	yes	5243
CRIZOTINIB	0.03	ABCB1	yes	5243
TESMILIFENE	0.11	ABCB1	yes	5243
BAFETINIB	0.13	ABCB1	yes	5243
DARUSENTAN	10.63	EDNRA	yes	1909
TEZOSENTAN	3.54	EDNRA	yes	1909
ATRASENTAN HYDROCHLORIDE	3.54	EDNRA	yes	1909
MACITENTAN	12.4	EDNRA	yes	1909
BOSENTAN	8.86	EDNRA	yes	1909
ATRASENTAN	7.09	EDNRA	yes	1909
IRL-1620	1.77	EDNRA	yes	1909
ZIBOTENTAN	14.18	EDNRA	yes	1909
ENRASENTAN	3.54	EDNRA	yes	1909
AMBRISENTAN	10.63	EDNRA	yes	1909
SITAXENTAN	31.9	EDNRA	yes	1909
CLAZOSENTAN	14.18	EDNRA	yes	1909
AVOSENTAN	10.63	EDNRA	yes	1909
NEBENTAN	14.18	EDNRA	yes	1909
SPARSENTAN	5.32	EDNRA	yes	1909
CARBOPLATIN	0.07	GSTP1	yes	2950
EZATIOSTAT HYDROCHLORIDE	1.33	GSTP1	yes	2950
CISPLATIN	0.1	GSTP1	yes	2950
PACLITAXEL	0.03	GSTP1	yes	2950
EZATIOSTAT	3.99	GSTP1	yes	2950
CANFOSFAMIDE	5.32	GSTP1	yes	2950
REMIMAZOLAM	0.12	GABRR1	yes	2569
QUAZEPAM	0.43	GABRR1	yes	2569
FLUDIAZEPAM	0.38	GABRR1	yes	2569
CLONAZEPAM	0.18	GABRR1	yes	2569
CLORAZEPIC ACID	0.21	GABRR1	yes	2569
MIDAZOLAM	0.23	GABRR1	yes	2569
DIAZEPAM	0.28	GABRR1	yes	2569
NITRAZEPAM	0.41	GABRR1	yes	2569
CLOTIAZEPAM	0.38	GABRR1	yes	2569
PRAZEPAM	0.29	GABRR1	yes	2569
BROMAZEPAM	0.3	GABRR1	yes	2569
ADIPIPLON	0.11	GABRR1	yes	2569
PICROTOXIN	0.65	GABRR1	yes	2569
TRIAZOLAM	0.28	GABRR1	yes	2569
CINOLAZEPAM	0.38	GABRR1	yes	2569
CHLORDIAZEPOXIDE	0.2	GABRR1	yes	2569
OXAZEPAM	0.33	GABRR1	yes	2569
HALAZEPAM	0.43	GABRR1	yes	2569
CLOBAZAM	0.2	GABRR1	yes	2569
ADINAZOLAM	0.5	GABRR1	yes	2569
ESTAZOLAM	0.37	GABRR1	yes	2569
LORAZEPAM	0.18	GABRR1	yes	2569
ALPRAZOLAM	0.07	GABRR1	yes	2569
FLURAZEPAM	0.41	GABRR1	yes	2569
OCINAPLON	0.12	GABRR1	yes	2569
TEMAZEPAM	0.39	GABRR1	yes	2569
ODULIMOMAB	3.75	ITGAL	yes	3683
EFALIZUMAB	16.89	ITGAL	yes	3683
LIFITEGRAST	5	ITGAL	yes	3683
ROVELIZUMAB	2.5	ITGAL	yes	3683
VANDETANIB	0.17	EGFR	yes	1956
RG-7160	0.36	EGFR	yes	1956
PANITUMUMAB	0.82	EGFR	yes	1956
PYROTINIB	0.36	EGFR	yes	1956
MDX-447	0.18	EGFR	yes	1956
PEMETREXED	0.08	EGFR	yes	1956
DEPATUXIZUMAB	1.43	EGFR	yes	1956
VARLITINIB	0.54	EGFR	yes	1956
CARBOPLATIN	0.05	EGFR	yes	1956
PUQUITINIB	0.03	EGFR	yes	1956
LAPATINIB	0.61	EGFR	yes	1956
DURVALUMAB	0.24	EGFR	yes	1956
BMS-690514	0.36	EGFR	yes	1956
CETUXIMAB	0.9	EGFR	yes	1956
CANERTINIB DIHYDROCHLORIDE	0.12	EGFR	yes	1956
CUDC-101	0.18	EGFR	yes	1956
PEMBROLIZUMAB	0.1	EGFR	yes	1956
EPITINIB	0.72	EGFR	yes	1956
PACRITINIB	0.14	EGFR	yes	1956
BRIGATINIB	0.5	EGFR	yes	1956
NIVOLUMAB	0.17	EGFR	yes	1956
NIMOTUZUMAB	1.08	EGFR	yes	1956
AFATINIB	4.69	EGFR	yes	1956
NECITUMUMAB	1.25	EGFR	yes	1956
MP-412	0.48	EGFR	yes	1956
DULIGOTUZUMAB	0.36	EGFR	yes	1956
OSIMERTINIB	2.51	EGFR	yes	1956
ERLOTINIB HYDROCHLORIDE	0.36	EGFR	yes	1956
AVELUMAB	0.36	EGFR	yes	1956
SAPITINIB	0.84	EGFR	yes	1956
ALLITINIB	0.36	EGFR	yes	1956
POZIOTINIB	0.36	EGFR	yes	1956
CHEMBL3397300	0.3	EGFR	yes	1956
CHEMBL2347958	0.36	EGFR	yes	1956
CISPLATIN	0.01	EGFR	yes	1956
DACOMITINIB	2.08	EGFR	yes	1956
S-222611	0.9	EGFR	yes	1956
ICOTINIB	1.97	EGFR	yes	1956
MATUZUMAB	0.72	EGFR	yes	1956
OLMUTINIB	1.79	EGFR	yes	1956
ROCILETINIB	1.08	EGFR	yes	1956
PELITINIB	0.96	EGFR	yes	1956
SIROLIMUS	0.05	EGFR	yes	1956
GEFITINIB	0.73	EGFR	yes	1956
MAB-425	0.36	EGFR	yes	1956
TAK-285	0.54	EGFR	yes	1956
ZALUTUMUMAB	1.79	EGFR	yes	1956
ERLOTINIB	1.22	EGFR	yes	1956
PD-0166285	0.01	EGFR	yes	1956
PACLITAXEL	0.05	EGFR	yes	1956
ATEZOLIZUMAB	0.17	EGFR	yes	1956
OSIMERTINIB MESYLATE	0.09	EGFR	yes	1956
CANERTINIB	0.36	EGFR	yes	1956
AFATINIB DIMALEATE	0.12	EGFR	yes	1956
TALAZOPARIB	0.07	EGFR	yes	1956
SIMOTINIB	0.36	EGFR	yes	1956
CRIZOTINIB	0.11	EGFR	yes	1956
PKI-166	1.08	EGFR	yes	1956
AC-480	0.9	EGFR	yes	1956
THELIATINIB	0.36	EGFR	yes	1956
TESEVATINIB	0.36	EGFR	yes	1956
NERATINIB	0.88	EGFR	yes	1956
RINDOPEPIMUT	1.43	EGFR	yes	1956
AEE-788	0.26	EGFR	yes	1956
JNJ-26483327	0.08	EGFR	yes	1956
LAPATINIB DITOSYLATE	0.18	EGFR	yes	1956
LIDOCAINE	0.04	EGFR	yes	1956
FALNIDAMOL	0.27	EGFR	yes	1956
TRASTUZUMAB	0.03	EGFR	yes	1956
CEP-32496	0.09	EGFR	yes	1956
IMGATUZUMAB	0.72	EGFR	yes	1956
AZD-4769	0.36	EGFR	yes	1956
FOSBRETABULIN TROMETHAMINE	0.11	TUBA1A	yes	7846
IXABEPILONE	0.07	TUBA1A	yes	7846
TRASTUZUMAB EMTANSINE	0.1	TUBA1A	yes	7846
PACLITAXEL POLIGLUMEX	0.11	TUBA1A	yes	7846
VINCRISTINE SULFATE	0.09	TUBA1A	yes	7846
INDIBULIN	0.1	TUBA1A	yes	7846
LEXIBULIN	0.11	TUBA1A	yes	7846
MEBENDAZOLE	2.13	TUBA1A	yes	7846
VINBLASTINE SULFATE	0.08	TUBA1A	yes	7846
PLINABULIN	0.11	TUBA1A	yes	7846
SAGOPILONE	0.11	TUBA1A	yes	7846
ERIBULIN MESYLATE	0.1	TUBA1A	yes	7846
VINFLUNINE	0.11	TUBA1A	yes	7846
COLCHICINE	0.28	TUBA1A	yes	7846
CABAZITAXEL	0.09	TUBA1A	yes	7846
PACLITAXEL	0.2	TUBA1A	yes	7846
CROLIBULIN	0.11	TUBA1A	yes	7846
FOSBRETABULIN DISODIUM	0.11	TUBA1A	yes	7846
DAVUNETIDE	0.11	TUBA1A	yes	7846
BRENTUXIMAB VEDOTIN	0.1	TUBA1A	yes	7846
VERUBULIN	0.11	TUBA1A	yes	7846
VINORELBINE TARTRATE	0.09	TUBA1A	yes	7846
DOCETAXEL	0.11	TUBA1A	yes	7846
NEOSTIGMINE	17.11	ACHE	yes	43
ECHOTHIOPHATE	3.11	ACHE	yes	43
PRALIDOXIME CHLORIDE	1.56	ACHE	yes	43
NEOSTIGMINE METHYLSULFATE	0.78	ACHE	yes	43
GALANTAMINE HYDROBROMIDE	0.78	ACHE	yes	43
PHYSOSTIGMINE	3.5	ACHE	yes	43
TACRINE	4.67	ACHE	yes	43
PYRIDOSTIGMINE	2.22	ACHE	yes	43
ACOTIAMIDE	1.56	ACHE	yes	43
PHENSERINE	1.17	ACHE	yes	43
DONEPEZIL HYDROCHLORIDE	1.56	ACHE	yes	43
LATREPIRDINE	0.22	ACHE	yes	43
AMBENONIUM	15.56	ACHE	yes	43
ITOPRIDE	1.04	ACHE	yes	43
EDROPHONIUM	17.11	ACHE	yes	43
RIVASTIGMINE TARTRATE	0.78	ACHE	yes	43
DONEPEZIL	3.33	ACHE	yes	43
ISOFLUROPHATE	6.22	ACHE	yes	43
GALANTAMINE	6.22	ACHE	yes	43
TACRINE HYDROCHLORIDE	0.78	ACHE	yes	43
EDROPHONIUM CHLORIDE	1.56	ACHE	yes	43
AMBENONIUM CHLORIDE	1.56	ACHE	yes	43
PYRIDOSTIGMINE BROMIDE	0.78	ACHE	yes	43
DEMECARIUM BROMIDE	1.56	ACHE	yes	43
HEXAFLUORENIUM BROMIDE	1.56	ACHE	yes	43
RIVASTIGMINE	7.39	ACHE	yes	43
ECHOTHIOPHATE IODIDE	1.56	ACHE	yes	43
AMINOPHYLLINE	1.11	PDE3A	yes	5139
MILRINONE LACTATE	2.77	PDE3A	yes	5139
THEOPHYLLINE	0.69	PDE3A	yes	5139
OXTRIPHYLLINE	1.39	PDE3A	yes	5139
ENOXIMONE	4.16	PDE3A	yes	5139
INAMRINONE	1.08	PDE3A	yes	5139
DIPYRIDAMOLE	0.05	PDE3A	yes	5139
PENTOXIFYLLINE	0.08	PDE3A	yes	5139
DYPHYLLINE	0.4	PDE3A	yes	5139
CILOSTAZOL	2.13	PDE3A	yes	5139
THEOPHYLLINE SODIUM GLYCINATE	0.28	PDE3A	yes	5139
ANAGRELIDE HYDROCHLORIDE	1.39	PDE3A	yes	5139
MILRINONE	5.55	PDE3A	yes	5139
INAMRINONE LACTATE	2.77	PDE3A	yes	5139
DB959	0.73	PPARD	yes	5467
SODELGLITAZAR	0.16	PPARD	yes	5467
AVE0847	0.24	PPARD	yes	5467
INDEGLITAZAR	0.32	PPARD	yes	5467
CER-002	1.95	PPARD	yes	5467
GW501516	1.14	PPARD	yes	5467
KD3010	1.46	PPARD	yes	5467
MBX-8025	1.46	PPARD	yes	5467
TACEDINALINE	0.4	HDAC6	yes	10013
PANOBINOSTAT LACTATE	0.14	HDAC6	yes	10013
ROMIDEPSIN	0.53	HDAC6	yes	10013
FIMEPINOSTAT	0.16	HDAC6	yes	10013
CUDC-101	0.41	HDAC6	yes	10013
AR-42	0.11	HDAC6	yes	10013
RESMINOSTAT	0.26	HDAC6	yes	10013
ABEXINOSTAT	0.26	HDAC6	yes	10013
BELINOSTAT	0.62	HDAC6	yes	10013
MOCETINOSTAT	0.45	HDAC6	yes	10013
PANOBINOSTAT	0.43	HDAC6	yes	10013
RICOLINOSTAT	0.97	HDAC6	yes	10013
ENTINOSTAT	0.4	HDAC6	yes	10013
GIVINOSTAT	0.36	HDAC6	yes	10013
PRACINOSTAT	0.12	HDAC6	yes	10013
VORINOSTAT	0.65	HDAC6	yes	10013
RGB-286638	0.21	CDK2	yes	1017
BMS-387032	0.31	CDK2	yes	1017
CARBOPLATIN	0.02	CDK2	yes	1017
RG-547	0.62	CDK2	yes	1017
AT-7519	0.31	CDK2	yes	1017
SU-9516	0.46	CDK2	yes	1017
ERIBULIN	0.26	CDK2	yes	1017
ZOTIRACICLIB	0.42	CDK2	yes	1017
ALVOCIDIB	0.31	CDK2	yes	1017
RONICICLIB	0.09	CDK2	yes	1017
DINACICLIB	0.82	CDK2	yes	1017
PHA-793887	0.09	CDK2	yes	1017
AG-24322	0.62	CDK2	yes	1017
AZD-5438	0.09	CDK2	yes	1017
UCN-01	0.05	CDK2	yes	1017
SELICICLIB	0.62	CDK2	yes	1017
MILCICLIB	0.53	CDK2	yes	1017
ANISINDIONE	15.95	GGCX	yes	2677
PHYTONADIONE	143.53	GGCX	yes	2677
MENADIONE	2.85	GGCX	yes	2677
TRIMIPRAMINE MALEATE	0.16	NAT1	yes	9
BETHANIDINE SULFATE	1.1	NAT1	yes	9
IMIPRAMINE HYDROCHLORIDE	0.18	NAT1	yes	9
AMPHETAMINE ADIPATE	0.55	NAT1	yes	9
METHAMPHETAMINE HYDROCHLORIDE	0.37	NAT1	yes	9
DEXMETHYLPHENIDATE HYDROCHLORIDE	0.55	NAT1	yes	9
DEXTROAMPHETAMINE ADIPATE	0.37	NAT1	yes	9
DASOTRALINE	0.37	NAT1	yes	9
LIAFENSINE	0.37	NAT1	yes	9
BUPROPION HYDROCHLORIDE	0.37	NAT1	yes	9
DULOXETINE HYDROCHLORIDE	0.27	NAT1	yes	9
PHENTERMINE	0.27	NAT1	yes	9
PHENMETRAZINE HYDROCHLORIDE	0.55	NAT1	yes	9
GUANETHIDINE MONOSULFATE	1.1	NAT1	yes	9
DESIPRAMINE HYDROCHLORIDE	0.37	NAT1	yes	9
DEXTROAMPHETAMINE SULFATE	0.37	NAT1	yes	9
PSEUDOEPHEDRINE HYDROCHLORIDE	1.1	NAT1	yes	9
PHENYLPROPANOLAMINE HYDROCHLORIDE	0.55	NAT1	yes	9
ORPHENADRINE HYDROCHLORIDE	0.05	NAT1	yes	9
AMPHETAMINE	0.07	NAT1	yes	9
AMITRIPTYLINE HYDROCHLORIDE	0.22	NAT1	yes	9
DEXTROAMPHETAMINE	0.18	NAT1	yes	9
PHENDIMETRAZINE TARTRATE	0.55	NAT1	yes	9
AMPHETAMINE ASPARTATE	0.55	NAT1	yes	9
AMOXAPINE	0.07	NAT1	yes	9
EDIVOXETINE	0.55	NAT1	yes	9
AMPHETAMINE SULFATE	0.55	NAT1	yes	9
METHYLPHENIDATE	0.02	NAT1	yes	9
ATOMOXETINE HYDROCHLORIDE	0.55	NAT1	yes	9
PSEUDOEPHEDRINE POLISTIREX	1.1	NAT1	yes	9
LEVOMILNACIPRAN HYDROCHLORIDE	0.55	NAT1	yes	9
PHENTERMINE HYDROCHLORIDE	1.1	NAT1	yes	9
BRETYLIUM TOSYLATE	1.1	NAT1	yes	9
FAXELADOL	0.37	NAT1	yes	9
LISDEXAMFETAMINE DIMESYLATE	0.27	NAT1	yes	9
DOXEPIN HYDROCHLORIDE	1.1	NAT1	yes	9
SIBUTRAMINE HYDROCHLORIDE	0.18	NAT1	yes	9
ORPHENADRINE CITRATE	0.05	NAT1	yes	9
TEDATIOXETINE	0.08	NAT1	yes	9
VENLAFAXINE HYDROCHLORIDE	0.55	NAT1	yes	9
BENZPHETAMINE HYDROCHLORIDE	0.55	NAT1	yes	9
DESVENLAFAXINE	0.18	NAT1	yes	9
DIETHYLPROPION HYDROCHLORIDE	0.55	NAT1	yes	9
NORTRIPTYLINE HYDROCHLORIDE	0.18	NAT1	yes	9
NEFAZODONE HYDROCHLORIDE	0.18	NAT1	yes	9
MAZINDOL	0.27	NAT1	yes	9
METHYLPHENIDATE HYDROCHLORIDE	0.55	NAT1	yes	9
DESVENLAFAXINE SUCCINATE	0.55	NAT1	yes	9
ESREBOXETINE	0.55	NAT1	yes	9
BUPROPION HYDROBROMIDE	0.55	NAT1	yes	9
MAPROTILINE HYDROCHLORIDE	0.16	NAT1	yes	9
PHENYLPROPANOLAMINE POLISTIREX	0.55	NAT1	yes	9
PROTRIPTYLINE HYDROCHLORIDE	0.37	NAT1	yes	9
TAPENTADOL HYDROCHLORIDE	0.55	NAT1	yes	9
ETALOCIB	12.76	LTB4R	yes	1241
AMELUBANT	38.28	LTB4R	yes	1241
NKTR-171	0.1	SCN4A	yes	6329
ETHOTOIN	0.1	SCN4A	yes	6329
ARTICAINE HYDROCHLORIDE	0.1	SCN4A	yes	6329
ESLICARBAZEPINE ACETATE	0.1	SCN4A	yes	6329
PROPAFENONE HYDROCHLORIDE	0.07	SCN4A	yes	6329
PHENYTOIN SODIUM	0.1	SCN4A	yes	6329
MEPIVACAINE HYDROCHLORIDE	0.1	SCN4A	yes	6329
FOSPHENYTOIN SODIUM	0.1	SCN4A	yes	6329
ROPIVACAINE HYDROCHLORIDE	0.1	SCN4A	yes	6329
PRILOCAINE HYDROCHLORIDE	0.09	SCN4A	yes	6329
RANOLAZINE	0.14	SCN4A	yes	6329
QUINIDINE GLUCONATE	0.1	SCN4A	yes	6329
DRONEDARONE HYDROCHLORIDE	0.06	SCN4A	yes	6329
PRIMIDONE	0.03	SCN4A	yes	6329
TETRACAINE	0.09	SCN4A	yes	6329
TETRACAINE HYDROCHLORIDE	0.1	SCN4A	yes	6329
PROPARACAINE HYDROCHLORIDE	0.1	SCN4A	yes	6329
PROPOFOL	0.1	SCN4A	yes	6329
ORPHENADRINE HYDROCHLORIDE	0.05	SCN4A	yes	6329
DISOPYRAMIDE PHOSPHATE	0.09	SCN4A	yes	6329
IRAMPANEL	0.07	SCN4A	yes	6329
QUINIDINE SULFATE	0.1	SCN4A	yes	6329
CHLOROPROCAINE HYDROCHLORIDE	0.1	SCN4A	yes	6329
TOCAINIDE HYDROCHLORIDE	0.1	SCN4A	yes	6329
LEVOBUPIVACAINE HYDROCHLORIDE	1	SCN4A	yes	6329
TOPIRAMATE	0.02	SCN4A	yes	6329
PHENYTOIN	0.03	SCN4A	yes	6329
DYCLONINE HYDROCHLORIDE	0.06	SCN4A	yes	6329
EVENAMIDE	0.1	SCN4A	yes	6329
SAFINAMIDE	0.07	SCN4A	yes	6329
RILUZOLE	0.04	SCN4A	yes	6329
BUPIVACAINE HYDROCHLORIDE	1	SCN4A	yes	6329
PHENACEMIDE	0.1	SCN4A	yes	6329
ETIDOCAINE HYDROCHLORIDE	0.1	SCN4A	yes	6329
MERETHOXYLLINE PROCAINE	0.1	SCN4A	yes	6329
OXCARBAZEPINE	0.05	SCN4A	yes	6329
QUINIDINE POLYGALACTURONATE	0.1	SCN4A	yes	6329
FOSPROPOFOL	0.25	SCN4A	yes	6329
NERISPIRDINE	0.02	SCN4A	yes	6329
ORPHENADRINE CITRATE	0.05	SCN4A	yes	6329
ESLICARBAZEPINE	0.1	SCN4A	yes	6329
ERLOSAMIDE	0.08	SCN4A	yes	6329
MORICIZINE HYDROCHLORIDE	0.08	SCN4A	yes	6329
ZONISAMIDE	0.39	SCN4A	yes	6329
MEXILETINE HYDROCHLORIDE	0.1	SCN4A	yes	6329
BENOXINATE HYDROCHLORIDE	0.09	SCN4A	yes	6329
INDECAINIDE HYDROCHLORIDE	0.1	SCN4A	yes	6329
RUFINAMIDE	0.09	SCN4A	yes	6329
TETRODOTOXIN	0.22	SCN4A	yes	6329
PRILOCAINE	0.09	SCN4A	yes	6329
BUPIVACAINE	0.08	SCN4A	yes	6329
PROPOXYCAINE HYDROCHLORIDE	0.1	SCN4A	yes	6329
PROCAINAMIDE HYDROCHLORIDE	0.1	SCN4A	yes	6329
MEPHENYTOIN	0.08	SCN4A	yes	6329
HEXYLCAINE HYDROCHLORIDE	0.1	SCN4A	yes	6329
LIDOCAINE	0.12	SCN4A	yes	6329
PHENAZOPYRIDINE HYDROCHLORIDE	0.06	SCN4A	yes	6329
LAMOTRIGINE	0.04	SCN4A	yes	6329
RALFINAMIDE	0.05	SCN4A	yes	6329
PROCAINE HYDROCHLORIDE	0.1	SCN4A	yes	6329
LIDOCAINE HYDROCHLORIDE	0.1	SCN4A	yes	6329
CARBAMAZEPINE	0.02	SCN4A	yes	6329
BALSALAZIDE DISODIUM	0.64	ALOX5	yes	240
ATRELEUTON	5.1	ALOX5	yes	240
BALSALAZIDE	1.91	ALOX5	yes	240
MESALAMINE	0.64	ALOX5	yes	240
MECLOFENAMATE SODIUM	0.36	ALOX5	yes	240
SULFASALAZINE	0.43	ALOX5	yes	240
ZILEUTON	7.34	ALOX5	yes	240
OLSALAZINE SODIUM	0.64	ALOX5	yes	240
LICOFELONE	3.83	ALOX5	yes	240
Y-39983	0.91	ROCK2	yes	9475
AT-13148	0.26	ROCK2	yes	9475
AMA0076	0.91	ROCK2	yes	9475
DE-104	0.91	ROCK2	yes	9475
SAR-407899	0.91	ROCK2	yes	9475
VEROSUDIL	2.73	ROCK2	yes	9475
FLUOROURACIL	0.63	MTHFR	yes	4524
PANITUMUMAB	0.3	MAP2K1	yes	5604
SELUMETINIB	0.87	MAP2K1	yes	5604
TRAMETINIB DIMETHYL SULFOXIDE	0.64	MAP2K1	yes	5604
VEMURAFENIB	0.64	MAP2K1	yes	5604
ARRY-300	0.43	MAP2K1	yes	5604
AS-703988	0.64	MAP2K1	yes	5604
BALAMAPIMOD	0.32	MAP2K1	yes	5604
RG-7167	0.64	MAP2K1	yes	5604
COBIMETINIB	1.09	MAP2K1	yes	5604
TRAMETINIB	0.67	MAP2K1	yes	5604
CETUXIMAB	0.14	MAP2K1	yes	5604
BINIMETINIB	0.57	MAP2K1	yes	5604
COBIMETINIB FUMARATE	0.64	MAP2K1	yes	5604
REFAMETINIB	1.09	MAP2K1	yes	5604
PIMASERTIB HYDROCHLORIDE	1.28	MAP2K1	yes	5604
TAK-733	0.8	MAP2K1	yes	5604
RG-7420	0.96	MAP2K1	yes	5604
RO-4987655	0.36	MAP2K1	yes	5604
WX-554	0.36	MAP2K1	yes	5604
PIMASERTIB	0.57	MAP2K1	yes	5604
CI-1040	0.33	MAP2K1	yes	5604
MEKINIST	1.28	MAP2K1	yes	5604
E-6201	0.73	MAP2K1	yes	5604
AZD-8330	1.28	MAP2K1	yes	5604
RG-7304	1.91	MAP2K1	yes	5604
DABRAFENIB	0.6	MAP2K1	yes	5604
PD-0325901	1.04	MAP2K1	yes	5604
LUBIPROSTONE	148.85	CLCN2	yes	1181
COBIPROSTONE	21.26	CLCN2	yes	1181
PIOGLITAZONE HYDROCHLORIDE	0.15	PPARG	yes	5468
BARDOXOLONE METHYL	0.12	PPARG	yes	5468
BALSALAZIDE DISODIUM	0.12	PPARG	yes	5468
MK-0533	0.46	PPARG	yes	5468
NETOGLITAZONE	1.39	PPARG	yes	5468
IMIGLITAZAR	0.46	PPARG	yes	5468
PIOGLITAZONE	0.49	PPARG	yes	5468
DB959	0.69	PPARG	yes	5468
ATX08-001	0.92	PPARG	yes	5468
BALAGLITAZONE	0.92	PPARG	yes	5468
SODELGLITAZAR	0.15	PPARG	yes	5468
ROSIGLITAZONE	0.39	PPARG	yes	5468
AVE0847	0.23	PPARG	yes	5468
TREPROSTINIL	0.12	PPARG	yes	5468
INT131	0.92	PPARG	yes	5468
INDEGLITAZAR	0.31	PPARG	yes	5468
MURAGLITAZAR	0.23	PPARG	yes	5468
GW501516	0.46	PPARG	yes	5468
NAVEGLITAZAR	0.69	PPARG	yes	5468
BALSALAZIDE	0.58	PPARG	yes	5468
MESALAMINE	0.16	PPARG	yes	5468
TESAGLITAZAR	0.69	PPARG	yes	5468
ALEGLITAZAR	0.92	PPARG	yes	5468
EFATUTAZONE	0.46	PPARG	yes	5468
MBX-2044	1.39	PPARG	yes	5468
SULFASALAZINE	0.1	PPARG	yes	5468
TROGLITAZONE	0.27	PPARG	yes	5468
OLSALAZINE SODIUM	0.12	PPARG	yes	5468
OMS405	0.92	PPARG	yes	5468
RIVOGLITAZONE	0.92	PPARG	yes	5468
METAGLIDASEN	0.46	PPARG	yes	5468
CLX-0921	1.39	PPARG	yes	5468
ARHALOFENATE	0.69	PPARG	yes	5468
EFATUTAZONE HYDROCHLORIDE	0.92	PPARG	yes	5468
ROSIGLITAZONE MALEATE	0.15	PPARG	yes	5468
ETALOCIB	0.23	PPARG	yes	5468
MITOGLITAZONE	0.23	PPARG	yes	5468
FARGLITAZAR	0.46	PPARG	yes	5468
TRAFERMIN	0.55	FGFR4	yes	2264
ORANTINIB	0.22	FGFR4	yes	2264
ENMD-981693	0.08	FGFR4	yes	2264
FGF401	2.2	FGFR4	yes	2264
ENMD-2076	0.09	FGFR4	yes	2264
XL-999	0.2	FGFR4	yes	2264
FP-1039	0.44	FGFR4	yes	2264
DERAZANTINIB	0.55	FGFR4	yes	2264
BRIVANIB	0.6	FGFR4	yes	2264
BRIVANIB ALANINATE	0.31	FGFR4	yes	2264
CP-459632	0.27	FGFR4	yes	2264
AZD-4547	0.55	FGFR4	yes	2264
NINTEDANIB	0.2	FGFR4	yes	2264
ERLOTINIB	0.08	FGFR4	yes	2264
INFIGRATINIB	0.29	FGFR4	yes	2264
PALIFERMIN	2.57	FGFR4	yes	2264
PONATINIB	0.24	FGFR4	yes	2264
ROGARATINIB	0.44	FGFR4	yes	2264
NINTEDANIB ESYLATE	0.24	FGFR4	yes	2264
DOVITINIB	0.07	FGFR4	yes	2264
