id,drug_class1,drug_class2,ddi_ref_id,ddi_risk,description,source_id
2272,miglitol,pramlintide,2,Critical,MIGLITOL/PRAMLINTIDE [VA Drug Interaction],C56.3364
2273,nefazodone,sunitinib,2,Significant,NEFAZODONE/SUNITINIB [VA Drug Interaction],C56.3365
2274,paroxetine,pimozide,2,Critical,PAROXETINE/PIMOZIDE [VA Drug Interaction],C56.3368
2275,phenobarbital,sunitinib,2,Significant,PHENOBARBITAL/SUNITINIB [VA Drug Interaction],C56.3369
2276,phenytoin,sunitinib,2,Significant,PHENYTOIN/SUNITINIB [VA Drug Interaction],C56.3370
2277,rifabutin,sunitinib,2,Significant,RIFABUTIN/SUNITINIB [VA Drug Interaction],C56.3373
2278,rifabutin,triazolam,2,Significant,RIFABUTIN/TRIAZOLAM [VA Drug Interaction],C56.3374
2279,rifapentine,sunitinib,2,Significant,RIFAPENTINE/SUNITINIB [VA Drug Interaction],C56.3378
2280,rifapentine,triazolam,2,Significant,RIFAPENTINE/TRIAZOLAM [VA Drug Interaction],C56.3379
2281,ritonavir,sunitinib,2,Significant,RITONAVIR/SUNITINIB [VA Drug Interaction],C56.3380
2282,saquinavir,sunitinib,2,Significant,SAQUINAVIR/SUNITINIB [VA Drug Interaction],C56.3381
2283,sunitinib,telithromycin,2,Significant,SUNITINIB/TELITHROMYCIN [VA Drug Interaction],C56.3382
2284,sunitinib,voriconazole,2,Significant,SUNITINIB/VORICONAZOLE [VA Drug Interaction],C56.3383
2285,cimetidine,tizanidine,2,Critical,CIMETIDINE/TIZANIDINE [VA Drug Interaction],C56.3385
2286,famotidine,tizanidine,2,Critical,FAMOTIDINE/TIZANIDINE [VA Drug Interaction],C56.3386
2287,gatifloxacin,tizanidine,2,Critical,GATIFLOXACIN/TIZANIDINE [VA Drug Interaction],C56.3387
2288,levofloxacin,tizanidine,2,Critical,LEVOFLOXACIN/TIZANIDINE [VA Drug Interaction],C56.3388
2289,mexiletine,tizanidine,2,Critical,MEXILETINE/TIZANIDINE [VA Drug Interaction],C56.3389
2290,norfloxacin,tizanidine,2,Critical,NORFLOXACIN/TIZANIDINE [VA Drug Interaction],C56.3390
2291,ofloxacin,tizanidine,2,Critical,OFLOXACIN/TIZANIDINE [VA Drug Interaction],C56.3391
2292,propafenone,tizanidine,2,Critical,PROPAFENONE/TIZANIDINE [VA Drug Interaction],C56.3392
2293,tizanidine,verapamil,2,Critical,TIZANIDINE/VERAPAMIL [VA Drug Interaction],C56.3393
2294,tizanidine,zileuton,2,Critical,TIZANIDINE/ZILEUTON [VA Drug Interaction],C56.3394
2295,doxepin,linezolid,2,Critical,DOXEPIN/LINEZOLID [VA Drug Interaction],C56.3395
2296,desogestrel,fosamprenavir,2,Critical,DESOGESTREL/FOSAMPRENAVIR [VA Drug Interaction],C56.3399
2297,flecainide,fluoxetine,2,Significant,FLECAINIDE/FLUOXETINE [VA Drug Interaction],C56.3401
2298,fluoxetine,vinblastine,2,Significant,FLUOXETINE/VINBLASTINE [VA Drug Interaction],C56.3402
2299,amoxicillin,methotrexate,2,Critical,AMOXICILLIN/METHOTREXATE [VA Drug Interaction],C56.3404
2300,phenytoin,sorafenib,2,Significant,PHENYTOIN/SORAFENIB [VA Drug Interaction],C56.3405
2301,nelarabine,pentostatin,2,Significant,NELARABINE/PENTOSTATIN [VA Drug Interaction],C56.3411
2302,clomipramine,procarbazine,2,Critical,CLOMIPRAMINE/PROCARBAZINE [VA Drug Interaction],C56.3418
2303,clomipramine,ritonavir,2,Significant,CLOMIPRAMINE/RITONAVIR [VA Drug Interaction],C56.3419
2304,desipramine,procarbazine,2,Critical,DESIPRAMINE/PROCARBAZINE [VA Drug Interaction],C56.3420
2305,desipramine,pimozide,2,Critical,DESIPRAMINE/PIMOZIDE [VA Drug Interaction],C56.3421
2306,doxepin,procarbazine,2,Critical,DOXEPIN/PROCARBAZINE [VA Drug Interaction],C56.3422
2307,doxepin,ritonavir,2,Significant,DOXEPIN/RITONAVIR [VA Drug Interaction],C56.3423
2308,imipramine,pimozide,2,Critical,IMIPRAMINE/PIMOZIDE [VA Drug Interaction],C56.3426
2309,imipramine,procarbazine,2,Critical,IMIPRAMINE/PROCARBAZINE [VA Drug Interaction],C56.3427
2310,imipramine,ritonavir,2,Significant,IMIPRAMINE/RITONAVIR [VA Drug Interaction],C56.3428
2311,nortriptyline,pimozide,2,Critical,NORTRIPTYLINE/PIMOZIDE [VA Drug Interaction],C56.3432
2312,nortriptyline,procarbazine,2,Critical,NORTRIPTYLINE/PROCARBAZINE [VA Drug Interaction],C56.3433
2313,nortriptyline,ritonavir,2,Significant,NORTRIPTYLINE/RITONAVIR [VA Drug Interaction],C56.3434
2314,pimozide,protriptyline,2,Critical,PIMOZIDE/PROTRIPTYLINE [VA Drug Interaction],C56.3435
2315,pimozide,trimipramine,2,Critical,PIMOZIDE/TRIMIPRAMINE [VA Drug Interaction],C56.3436
2316,procarbazine,protriptyline,2,Critical,PROCARBAZINE/PROTRIPTYLINE [VA Drug Interaction],C56.3437
2317,procarbazine,trimipramine,2,Critical,PROCARBAZINE/TRIMIPRAMINE [VA Drug Interaction],C56.3438
2318,protriptyline,ritonavir,2,Significant,PROTRIPTYLINE/RITONAVIR [VA Drug Interaction],C56.3439
2319,ritonavir,trimipramine,2,Significant,RITONAVIR/TRIMIPRAMINE [VA Drug Interaction],C56.3440
2320,amiodarone,itraconazole,2,Critical,AMIODARONE/ITRACONAZOLE [VA Drug Interaction],C56.3442
2321,amiodarone,ketoconazole,2,Critical,AMIODARONE/KETOCONAZOLE [VA Drug Interaction],C56.3443
2322,amiodarone,voriconazole,2,Critical,AMIODARONE/VORICONAZOLE [VA Drug Interaction],C56.3444
2323,azathioprine,balsalazide,2,Significant,AZATHIOPRINE/BALSALAZIDE [VA Drug Interaction],C56.3445
2324,azathioprine,olsalazine,2,Significant,AZATHIOPRINE/OLSALAZINE [VA Drug Interaction],C56.3447
2325,azathioprine,sulfasalazine,2,Significant,AZATHIOPRINE/SULFASALAZINE [VA Drug Interaction],C56.3448
2326,ritonavir,rosuvastatin,2,Significant,RITONAVIR/ROSUVASTATIN [VA Drug Interaction],C56.3452
2327,carbamazepine,maraviroc,2,Significant,CARBAMAZEPINE/MARAVIROC [VA Drug Interaction],C56.3454
2328,clarithromycin,maraviroc,2,Significant,CLARITHROMYCIN/MARAVIROC [VA Drug Interaction],C56.3455
2329,efavirenz,maraviroc,2,Significant,EFAVIRENZ/MARAVIROC [VA Drug Interaction],C56.3457
2330,enfuvirtide,maraviroc,2,Significant,ENFUVIRTIDE/MARAVIROC [VA Drug Interaction],C56.3458
2331,ferrous sulfate,levothyroxine sodium,2,Significant,FERROUS SULFATE/LEVOTHYROXINE SODIUM [VA Drug Interaction],C56.3459
2332,ferrous gluconate,levothyroxine sodium,2,Significant,FERROUS GLUCONATE/LEVOTHYROXINE SODIUM [VA Drug Interaction],C56.3460
2333,ferrous fumarate,levothyroxine sodium,2,Significant,FERROUS FUMARATE/LEVOTHYROXINE SODIUM [VA Drug Interaction],C56.3461
2334,ferrous carbonate,levothyroxine sodium,2,Significant,FERROUS CARBONATE/LEVOTHYROXINE SODIUM [VA Drug Interaction],C56.3462
2335,itraconazole,maraviroc,2,Significant,ITRACONAZOLE/MARAVIROC [VA Drug Interaction],C56.3464
2336,ketoconazole,maraviroc,2,Significant,KETOCONAZOLE/MARAVIROC [VA Drug Interaction],C56.3465
2337,lopinavir,maraviroc,2,Significant,LOPINAVIR/MARAVIROC [VA Drug Interaction],C56.3466
2338,maraviroc,nefazodone,2,Significant,MARAVIROC/NEFAZODONE [VA Drug Interaction],C56.3467
2339,maraviroc,nevirapine,2,Significant,MARAVIROC/NEVIRAPINE [VA Drug Interaction],C56.3468
2340,maraviroc,phenobarbital,2,Significant,MARAVIROC/PHENOBARBITAL [VA Drug Interaction],C56.3469
2341,maraviroc,phenytoin,2,Significant,MARAVIROC/PHENYTOIN [VA Drug Interaction],C56.3470
2342,maraviroc,ritonavir,2,Significant,MARAVIROC/RITONAVIR [VA Drug Interaction],C56.3472
2343,maraviroc,saquinavir,2,Significant,MARAVIROC/SAQUINAVIR [VA Drug Interaction],C56.3473
2344,maraviroc,telithromycin,2,Significant,MARAVIROC/TELITHROMYCIN [VA Drug Interaction],C56.3474
2345,meropenem,valproic acid,2,Critical,MEROPENEM/VALPROIC ACID [VA Drug Interaction],C56.3475
2346,phenobarbital,raltegravir,2,Significant,PHENOBARBITAL/RALTEGRAVIR [VA Drug Interaction],C56.3476
2347,phenytoin,raltegravir,2,Significant,PHENYTOIN/RALTEGRAVIR [VA Drug Interaction],C56.3477
2348,ticlopidine,tizanidine,2,Significant,TICLOPIDINE/TIZANIDINE [VA Drug Interaction],C56.3479
2349,amiodarone,fluconazole,2,Critical,AMIODARONE/FLUCONAZOLE [VA Drug Interaction],C56.3480
2350,amprenavir,clomipramine,2,Significant,AMPRENAVIR/CLOMIPRAMINE [VA Drug Interaction],C56.3481
2351,amprenavir,doxepin,2,Significant,AMPRENAVIR/DOXEPIN [VA Drug Interaction],C56.3482
2352,amprenavir,imipramine,2,Significant,AMPRENAVIR/IMIPRAMINE [VA Drug Interaction],C56.3483
2353,amprenavir,nortriptyline,2,Significant,AMPRENAVIR/NORTRIPTYLINE [VA Drug Interaction],C56.3484
2354,amprenavir,protriptyline,2,Significant,AMPRENAVIR/PROTRIPTYLINE [VA Drug Interaction],C56.3485
2355,amprenavir,trimipramine,2,Significant,AMPRENAVIR/TRIMIPRAMINE [VA Drug Interaction],C56.3486
2356,bupropion,selegiline,2,Critical,BUPROPION/SELEGILINE [VA Drug Interaction],C56.3487
2357,carbamazepine,lapatinib,2,Significant,CARBAMAZEPINE/LAPATINIB [VA Drug Interaction],C56.3488
2358,cimetidine,clomipramine,2,Significant,CIMETIDINE/CLOMIPRAMINE [VA Drug Interaction],C56.3489
2359,cimetidine,doxepin,2,Significant,CIMETIDINE/DOXEPIN [VA Drug Interaction],C56.3490
2360,cimetidine,imipramine,2,Significant,CIMETIDINE/IMIPRAMINE [VA Drug Interaction],C56.3491
2361,cimetidine,nortriptyline,2,Significant,CIMETIDINE/NORTRIPTYLINE [VA Drug Interaction],C56.3492
2362,cimetidine,protriptyline,2,Significant,CIMETIDINE/PROTRIPTYLINE [VA Drug Interaction],C56.3493
2363,cimetidine,trimipramine,2,Significant,CIMETIDINE/TRIMIPRAMINE [VA Drug Interaction],C56.3494
2364,citalopram,clomipramine,2,Significant,CITALOPRAM/CLOMIPRAMINE [VA Drug Interaction],C56.3495
2365,citalopram,doxepin,2,Significant,CITALOPRAM/DOXEPIN [VA Drug Interaction],C56.3496
2366,citalopram,imipramine,2,Significant,CITALOPRAM/IMIPRAMINE [VA Drug Interaction],C56.3497
2367,citalopram,nortriptyline,2,Significant,CITALOPRAM/NORTRIPTYLINE [VA Drug Interaction],C56.3498
2368,citalopram,protriptyline,2,Significant,CITALOPRAM/PROTRIPTYLINE [VA Drug Interaction],C56.3499
2369,citalopram,trimipramine,2,Significant,CITALOPRAM/TRIMIPRAMINE [VA Drug Interaction],C56.3500
2370,clomipramine,duloxetine,2,Significant,CLOMIPRAMINE/DULOXETINE [VA Drug Interaction],C56.3501
2371,clomipramine,paroxetine,2,Significant,CLOMIPRAMINE/PAROXETINE [VA Drug Interaction],C56.3502
2372,clomipramine,sertraline,2,Significant,CLOMIPRAMINE/SERTRALINE [VA Drug Interaction],C56.3503
2373,clomipramine,valproic acid,2,Significant,CLOMIPRAMINE/VALPROIC ACID [VA Drug Interaction],C56.3504
2374,desipramine,sertraline,2,Significant,DESIPRAMINE/SERTRALINE [VA Drug Interaction],C56.3505
2375,desipramine,valproic acid,2,Significant,DESIPRAMINE/VALPROIC ACID [VA Drug Interaction],C56.3506
2376,doxepin,valproic acid,2,Significant,DOXEPIN/VALPROIC ACID [VA Drug Interaction],C56.3507
2377,duloxetine,protriptyline,2,Significant,DULOXETINE/PROTRIPTYLINE [VA Drug Interaction],C56.3508
2378,duloxetine,trimipramine,2,Significant,DULOXETINE/TRIMIPRAMINE [VA Drug Interaction],C56.3509
2379,imipramine,linezolid,2,Critical,IMIPRAMINE/LINEZOLID [VA Drug Interaction],C56.3510
2380,imipramine,sertraline,2,Significant,IMIPRAMINE/SERTRALINE [VA Drug Interaction],C56.3511
2381,imipramine,valproic acid,2,Significant,IMIPRAMINE/VALPROIC ACID [VA Drug Interaction],C56.3512
2382,nortriptyline,sertraline,2,Significant,NORTRIPTYLINE/SERTRALINE [VA Drug Interaction],C56.3513
2383,nortriptyline,valproic acid,2,Significant,NORTRIPTYLINE/VALPROIC ACID [VA Drug Interaction],C56.3514
2384,paroxetine,protriptyline,2,Significant,PAROXETINE/PROTRIPTYLINE [VA Drug Interaction],C56.3515
2385,paroxetine,trimipramine,2,Significant,PAROXETINE/TRIMIPRAMINE [VA Drug Interaction],C56.3516
2386,phenytoin,tacrolimus,2,Significant,PHENYTOIN/TACROLIMUS [VA Drug Interaction],C56.3517
2387,protriptyline,sertraline,2,Significant,PROTRIPTYLINE/SERTRALINE [VA Drug Interaction],C56.3518
2388,protriptyline,valproic acid,2,Significant,PROTRIPTYLINE/VALPROIC ACID [VA Drug Interaction],C56.3519
2389,protriptyline,ziprasidone,2,Significant,PROTRIPTYLINE/ZIPRASIDONE [VA Drug Interaction],C56.3520
2390,trimipramine,valproic acid,2,Significant,TRIMIPRAMINE/VALPROIC ACID [VA Drug Interaction],C56.3521
2391,trimipramine,ziprasidone,2,Significant,TRIMIPRAMINE/ZIPRASIDONE [VA Drug Interaction],C56.3522
2392,cabergoline,clarithromycin,2,Critical,CABERGOLINE/CLARITHROMYCIN [VA Drug Interaction],C56.3524
2393,carbamazepine,saquinavir,2,Significant,CARBAMAZEPINE/SAQUINAVIR [VA Drug Interaction],C56.3525
2394,diltiazem,fentanyl,2,Significant,DILTIAZEM/FENTANYL [VA Drug Interaction],C56.3526
2395,erythromycin,fentanyl,2,Critical,ERYTHROMYCIN/FENTANYL [VA Drug Interaction],C56.3527
2396,lopinavir,phenobarbital,2,Significant,LOPINAVIR/PHENOBARBITAL [VA Drug Interaction],C56.3529
2397,lopinavir,phenytoin,2,Significant,LOPINAVIR/PHENYTOIN [VA Drug Interaction],C56.3530
2398,nevirapine,phenytoin,2,Significant,NEVIRAPINE/PHENYTOIN [VA Drug Interaction],C56.3533
2399,phenobarbital,ritonavir,2,Significant,PHENOBARBITAL/RITONAVIR [VA Drug Interaction],C56.3534
2400,amprenavir,maraviroc,2,Significant,AMPRENAVIR/MARAVIROC [VA Drug Interaction],C56.3535
2401,cyclobenzaprine,rasagiline,2,Critical,CYCLOBENZAPRINE/RASAGILINE [VA Drug Interaction],C56.3538
2402,darunavir,maraviroc,2,Significant,DARUNAVIR/MARAVIROC [VA Drug Interaction],C56.3540
2403,dextromethorphan,rasagiline,2,Critical,DEXTROMETHORPHAN/RASAGILINE [VA Drug Interaction],C56.3541
2404,diphenoxylate,rasagiline,2,Critical,DIPHENOXYLATE/RASAGILINE [VA Drug Interaction],C56.3542
2405,dofetilide,moxifloxacin,2,Significant,DOFETILIDE/MOXIFLOXACIN [VA Drug Interaction],C56.3543
2406,rasagiline,duloxetine,2,Significant,DULOXETINE/RASAGILINE [VA Drug Interaction],C56.3544
2407,ephedrine,rasagiline,2,Critical,EPHEDRINE/RASAGILINE [VA Drug Interaction],C56.3545
2408,fentanyl,rasagiline,2,Critical,FENTANYL/RASAGILINE [VA Drug Interaction],C56.3547
2409,fluoxetine,metoclopramide,2,Significant,FLUOXETINE/METOCLOPRAMIDE [VA Drug Interaction],C56.3548
2410,fosamprenavir,maraviroc,2,Significant,FOSAMPRENAVIR/MARAVIROC [VA Drug Interaction],C56.3549
2411,losartan,spironolactone,2,Significant,LOSARTAN/SPIRONOLACTONE [VA Drug Interaction],C56.3553
2412,maraviroc,rifabutin,2,Significant,MARAVIROC/RIFABUTIN [VA Drug Interaction],C56.3555
2413,maraviroc,tipranavir,2,Significant,MARAVIROC/TIPRANAVIR [VA Drug Interaction],C56.3556
2414,maraviroc,troleandomycin,2,Significant,MARAVIROC/TROLEANDOMYCIN [VA Drug Interaction],C56.3557
2415,maraviroc,voriconazole,2,Significant,MARAVIROC/VORICONAZOLE [VA Drug Interaction],C56.3558
2416,methadone,rasagiline,2,Critical,METHADONE/RASAGILINE [VA Drug Interaction],C56.3560
2417,metoclopramide,paroxetine,2,Significant,METOCLOPRAMIDE/PAROXETINE [VA Drug Interaction],C56.3561
2418,metoprolol,propafenone,2,Significant,METOPROLOL/PROPAFENONE [VA Drug Interaction],C56.3562
2419,mirtazapine,rasagiline,2,Critical,MIRTAZAPINE/RASAGILINE [VA Drug Interaction],C56.3563
2420,morphine,rasagiline,2,Critical,MORPHINE/RASAGILINE [VA Drug Interaction],C56.3564
2421,paroxetine,rasagiline,2,Significant,PAROXETINE/RASAGILINE [VA Drug Interaction],C56.3565
2422,phenylephrine,rasagiline,2,Critical,PHENYLEPHRINE/RASAGILINE [VA Drug Interaction],C56.3566
2423,phenylpropanolamine,rasagiline,2,Critical,PHENYLPROPANOLAMINE/RASAGILINE [VA Drug Interaction],C56.3567
2424,pimozide,posaconazole,2,Critical,PIMOZIDE/POSACONAZOLE [VA Drug Interaction],C56.3568
2425,posaconazole,quinidine,2,Critical,POSACONAZOLE/QUINIDINE [VA Drug Interaction],C56.3569
2426,prednisone,ritonavir,2,Significant,PREDNISONE/RITONAVIR [VA Drug Interaction],C56.3570
2427,pseudoephedrine,rasagiline,2,Critical,PSEUDOEPHEDRINE/RASAGILINE [VA Drug Interaction],C56.3572
2428,valproic acid,zidovudine,2,Significant,VALPROIC ACID/ZIDOVUDINE [VA Drug Interaction],C56.3575
2429,fluoxetine,rasagiline,2,Significant,FLUOXETINE/RASAGILINE [VA Drug Interaction],C56.3576
2430,phenelzine,rasagiline,2,Critical,PHENELZINE/RASAGILINE [VA Drug Interaction],C56.3578
2431,azithromycin,ranolazine,2,Significant,AZITHROMYCIN/RANOLAZINE [VA Drug Interaction],C56.3583
2432,dexamethasone,phenytoin,2,Significant,DEXAMETHASONE/PHENYTOIN [VA Drug Interaction],C56.3584
2433,dextromethorphan,selegiline,2,Critical,DEXTROMETHORPHAN/SELEGILINE [VA Drug Interaction],C56.3585
2434,diazepam,phenytoin,2,Significant,DIAZEPAM/PHENYTOIN [VA Drug Interaction],C56.3586
2435,dofetilide,gemifloxacin,2,Significant,DOFETILIDE/GEMIFLOXACIN [VA Drug Interaction],C56.3587
2436,dofetilide,norfloxacin,2,Significant,DOFETILIDE/NORFLOXACIN [VA Drug Interaction],C56.3588
2437,dofetilide,ofloxacin,2,Significant,DOFETILIDE/OFLOXACIN [VA Drug Interaction],C56.3589
2438,codeine,naltrexone,2,Critical,CODEINE/NALTREXONE [VA Drug Interaction],C56.3590
2439,dextromethorphan,linezolid,2,Critical,DEXTROMETHORPHAN/LINEZOLID [VA Drug Interaction],C56.3591
2440,dopamine,linezolid,2,Critical,DOPAMINE/LINEZOLID [VA Drug Interaction],C56.3592
2441,epinephrine,linezolid,2,Critical,EPINEPHRINE/LINEZOLID [VA Drug Interaction],C56.3593
2442,hydrocodone,naltrexone,2,Critical,HYDROCODONE/NALTREXONE [VA Drug Interaction],C56.3594
2443,alfentanil,naltrexone,2,Critical,ALFENTANIL/NALTREXONE [VA Drug Interaction],C56.3595
2444,almotriptan,linezolid,2,Critical,ALMOTRIPTAN/LINEZOLID [VA Drug Interaction],C56.3596
2445,buspirone,linezolid,2,Critical,BUSPIRONE/LINEZOLID [VA Drug Interaction],C56.3599
2446,dobutamine,linezolid,2,Critical,DOBUTAMINE/LINEZOLID [VA Drug Interaction],C56.3600
2447,eletriptan,linezolid,2,Critical,ELETRIPTAN/LINEZOLID [VA Drug Interaction],C56.3601
2448,fentanyl,naltrexone,2,Critical,FENTANYL/NALTREXONE [VA Drug Interaction],C56.3602
2449,frovatriptan,linezolid,2,Critical,FROVATRIPTAN/LINEZOLID [VA Drug Interaction],C56.3603
2450,hydromorphone,naltrexone,2,Critical,HYDROMORPHONE/NALTREXONE [VA Drug Interaction],C56.3604
2451,isocarboxazid,linezolid,2,Critical,ISOCARBOXAZID/LINEZOLID [VA Drug Interaction],C56.3605
2452,linezolid,norepinephrine,2,Critical,LINEZOLID/NOREPINEPHRINE [VA Drug Interaction],C56.3607
2453,linezolid,phenelzine,2,Critical,LINEZOLID/PHENELZINE [VA Drug Interaction],C56.3608
2454,linezolid,rasagiline,2,Critical,LINEZOLID/RASAGILINE [VA Drug Interaction],C56.3609
2455,linezolid,rizatriptan,2,Critical,LINEZOLID/RIZATRIPTAN [VA Drug Interaction],C56.3610
2456,linezolid,selegiline,2,Critical,LINEZOLID/SELEGILINE [VA Drug Interaction],C56.3611
2457,linezolid,sumatriptan,2,Critical,LINEZOLID/SUMATRIPTAN [VA Drug Interaction],C56.3612
2458,linezolid,tranylcypromine,2,Critical,LINEZOLID/TRANYLCYPROMINE [VA Drug Interaction],C56.3613
2459,linezolid,trimipramine,2,Critical,LINEZOLID/TRIMIPRAMINE [VA Drug Interaction],C56.3614
2460,linezolid,zolmitriptan,2,Critical,LINEZOLID/ZOLMITRIPTAN [VA Drug Interaction],C56.3615
2461,methadone,naltrexone,2,Critical,METHADONE/NALTREXONE [VA Drug Interaction],C56.3617
2462,morphine,naltrexone,2,Critical,MORPHINE/NALTREXONE [VA Drug Interaction],C56.3618
2463,naltrexone,oxycodone,2,Critical,NALTREXONE/OXYCODONE [VA Drug Interaction],C56.3620
2464,naltrexone,sufentanil,2,Critical,NALTREXONE/SUFENTANIL [VA Drug Interaction],C56.3624
2465,fluoxetine,tamoxifen,2,Critical,FLUOXETINE/TAMOXIFEN [VA Drug Interaction],C56.3629
2466,propafenone,vardenafil,2,Critical,PROPAFENONE/VARDENAFIL [VA Drug Interaction],C56.3630
2467,amitriptyline,sertraline,2,Significant,AMITRIPTYLINE/SERTRALINE [VA Drug Interaction],C56.3632
2468,doxepin,sertraline,2,Significant,DOXEPIN/SERTRALINE [VA Drug Interaction],C56.3633
2469,sertraline,trimipramine,2,Significant,SERTRALINE/TRIMIPRAMINE [VA Drug Interaction],C56.3634
2470,carbamazepine,paliperidone,2,Significant,CARBAMAZEPINE/PALIPERIDONE [VA Drug Interaction],C56.3635
2471,erlotinib,esomeprazole,2,Critical,ERLOTINIB/ESOMEPRAZOLE [VA Drug Interaction],C56.3636
2472,erlotinib,lansoprazole,2,Critical,ERLOTINIB/LANSOPRAZOLE [VA Drug Interaction],C56.3637
2473,erlotinib,omeprazole,2,Critical,ERLOTINIB/OMEPRAZOLE [VA Drug Interaction],C56.3638
2474,erlotinib,pantoprazole,2,Critical,ERLOTINIB/PANTOPRAZOLE [VA Drug Interaction],C56.3639
2475,simvastatin,warfarin,2,Significant,SIMVASTATIN/WARFARIN [VA Drug Interaction],C56.3640
2476,acitretin,doxycycline,2,Critical,ACITRETIN/DOXYCYCLINE [VA Drug Interaction],C56.3641
2477,acitretin,minocycline,2,Critical,ACITRETIN/MINOCYCLINE [VA Drug Interaction],C56.3642
2478,cinacalcet,posaconazole,2,Significant,CINACALCET/POSACONAZOLE [VA Drug Interaction],C56.3645
2479,ciprofloxacin,dexamethasone,2,Significant,CIPROFLOXACIN/DEXAMETHASONE [VA Drug Interaction],C56.3646
2480,ciprofloxacin,hydrocortisone,2,Significant,CIPROFLOXACIN/HYDROCORTISONE [VA Drug Interaction],C56.3647
2481,ciprofloxacin,methylprednisolone,2,Significant,CIPROFLOXACIN/METHYLPREDNISOLONE [VA Drug Interaction],C56.3648
2482,ciprofloxacin,prednisolone,2,Significant,CIPROFLOXACIN/PREDNISOLONE [VA Drug Interaction],C56.3649
2483,ciprofloxacin,prednisone,2,Significant,CIPROFLOXACIN/PREDNISONE [VA Drug Interaction],C56.3650
2484,clarithromycin,conivaptan,2,Critical,CLARITHROMYCIN/CONIVAPTAN [VA Drug Interaction],C56.3651
2485,conivaptan,itraconazole,2,Critical,CONIVAPTAN/ITRACONAZOLE [VA Drug Interaction],C56.3654
2486,conivaptan,ketoconazole,2,Critical,CONIVAPTAN/KETOCONAZOLE [VA Drug Interaction],C56.3655
2487,conivaptan,ritonavir,2,Critical,CONIVAPTAN/RITONAVIR [VA Drug Interaction],C56.3656
2488,dexamethasone,gemifloxacin,2,Significant,DEXAMETHASONE/GEMIFLOXACIN [VA Drug Interaction],C56.3657
2489,dexamethasone,levofloxacin,2,Significant,DEXAMETHASONE/LEVOFLOXACIN [VA Drug Interaction],C56.3658
2490,dexamethasone,moxifloxacin,2,Significant,DEXAMETHASONE/MOXIFLOXACIN [VA Drug Interaction],C56.3659
2491,dexamethasone,norfloxacin,2,Significant,DEXAMETHASONE/NORFLOXACIN [VA Drug Interaction],C56.3660
2492,dexamethasone,ofloxacin,2,Significant,DEXAMETHASONE/OFLOXACIN [VA Drug Interaction],C56.3661
